INDIA SUB-CONTINENT,KABUL,Afghanistan,20
INDIA SUB-CONTINENT,KANDAHAR,Afghanistan,20
INDIA SUB-CONTINENT,BAGRAM,Afghanistan,20
EUROPE,TIRANA,Albania,12
AFRICA,ALGIERS,Algeria,175
AFRICA,LUANDA,Angola,102
EUROPE,BUENOS AIRES,Argentina,579
RUSSIA,YEREVAN,Armenia,11
AUSTRALASIA,SYDNEY,Australia,1241
AUSTRALASIA,PERTH,Australia,1241
AUSTRALASIA,ADELAIDE,Australia,1241
AUSTRALASIA,MELBOURNE,Australia,1241
AUSTRALASIA,BRISBANE,Australia,1241
EUROPE,VIENNA,Austria,373
RUSSIA,BAKU,Azerbaijan,64
MIDDLE EAST,BAHRAIN,Bahrain,31
INDIA SUB-CONTINENT,DHAKA,Bangladesh,202
INDIA SUB-CONTINENT,CHITTAGONG,Bangladesh,202
EUROPE,BRUSSELS,Belgium,459
EUROPE,SARAJEVO,Bosnia and Herzegovina,16
AFRICA,GABARONE,Botswana,13
AMERICAS,RIO DE JANEIRO,Brazil,1800
AMERICAS,SAO PAULO,Brazil,1800
FAR EAST,BANDAR SERI BEGAWAN,Brunei,12
EUROPE,SOFIA,Bulgaria,47
AFRICA,OUAGADOUGOU,Burkina Faso,11
AFRICA,BUJUMBURA,Burundi,3
AMERICAS,TORONTO - PEARSON,Canada,1573
EUROPE,PRAGUE,Cech Republic,183
FAR EAST,SHANGHAI,China,11385
FAR EAST,HONG KONG,China,11385
FAR EAST,BEIJING,China,11385
FAR EAST,GUANGZHOU,China,11385
FAR EAST,XI AN,China,11385
FAR EAST,URUMQI,China,11385
FAR EAST,MACAU,China,11385
FAR EAST,KUNMING,China,11385
FAR EAST,DALIAN,China,11385
FAR EAST,QINGDAO,China,11385
FAR EAST,CHENGDU,China,11385
FAR EAST,XIAMEN,China,11385
FAR EAST,SHENYANG,China,11385
EUROPE,ZAGREB,Croatia,49
AMERICAS,HAVANA,Cuba,0
EUROPE,LARNACA,Cyprus,19
AFRICA,LUBUMBASHI,Democratic Republic of Congo,39
EUROPE,COPENHAGEN,Denmark,291
AFRICA,DJIBOUTI,DJIBOUTI,2
AFRICA,CAIRO,Egypt,0
AFRICA,BORG AL ARAB,Egypt,0
AFRICA,ALEXANDRIA,Egypt,0
AFRICA,HURGHADA,Egypt,0
AFRICA,ASMARA,Eritrea,4
EUROPE,TALLINN,Estonia,23
AFRICA,ADDIS ABABA,Ethiopia,9
AUSTRALASIA,"NADI, FIJI",Fiji,5
EUROPE,HELSINKI,Finland,231
EUROPE,PARIS (CHARLES DE GAULLE),France,2423
EUROPE,NICE (FRANCE),France,2423
EUROPE,LYON,France,2423
EUROPE,LE BOURGET PARIS,France,2423
RUSSIA,TIBLISI,Georgia,14
EUROPE,FRANKFURT,Germany,3371
EUROPE,DUSSELDORF,Germany,3371
EUROPE,MUNICH,Germany,3371
EUROPE,HAMBURG,Germany,3371
EUROPE,OBERPFAFFENHOFEN ,Germany,3371
EUROPE,HAHN,Germany,3371
EUROPE,DRESDEN,Germany,3371
EUROPE,RAMSTEIN,Germany,3371
EUROPE,BERLIN,Germany,3371
AFRICA,ACCRA,Ghana,38
EUROPE,ATHENS,Greece,193
EUROPE,THESSALONIKI,Greece,193
EUROPE,IRAKLION,Greece,193
AFRICA,CONAKRY,Guinea,7
EUROPE,AMSTERDAM,Holland,751
EUROPE,BUDAPEST,Hungary,119
INDIA SUB-CONTINENT,HYDERABAD,India,2183
INDIA SUB-CONTINENT,MUMBAI,India,2183
INDIA SUB-CONTINENT,CHENNAI,India,2183
INDIA SUB-CONTINENT,CALCUTTA,India,2183
INDIA SUB-CONTINENT,BANGALORE,India,2183
INDIA SUB-CONTINENT,SIALKOT,India,2183
INDIA SUB-CONTINENT,COCHIN,India,2183
INDIA SUB-CONTINENT,DELHI,India,2183
INDIA SUB-CONTINENT,THIRUVANANTHAPURAM,India,2183
INDIA SUB-CONTINENT,AHMEDABAD,India,2183
INDIA SUB-CONTINENT,LUCKNOW,India,2183
INDIA SUB-CONTINENT,MANGALORE,India,2183
INDIA SUB-CONTINENT,CALICUT,India,2183
INDIA SUB-CONTINENT,GOA,India,2183
INDIA SUB-CONTINENT,AMRITSAR,India,2183
INDIA SUB-CONTINENT,JAIPUR,India,2183
INDIA SUB-CONTINENT,TRICHY,India,2183
INDIA SUB-CONTINENT,MADURAI,India,2183
INDIA SUB-CONTINENT,BAGDOGRA,India,2183
INDIA SUB-CONTINENT,PUNE,India,2183
INDIA SUB-CONTINENT,RAIPUR,India,2183
INDIA SUB-CONTINENT,INDORE,India,2183
EUROPE,BODO,India,2183
INDIA SUB-CONTINENT,OSMANI,India,2183
INDIA SUB-CONTINENT,RAJAHMUNDRY,India,2183
FAR EAST,JAKARTA,Indonesia,873
FAR EAST,JAKARTA HALIM PERDANAKUSMA,Indonesia,873
MIDDLE EAST,IMAM KHOMENI TEHRAN,Iran,397
MIDDLE EAST,MASHAD,Iran,397
MIDDLE EAST,BANDAR ABBAS,Iran,397
MIDDLE EAST,LAR,Iran,397
MIDDLE EAST,SHIRAZ,Iran,397
MIDDLE EAST,AHWAZ,Iran,397
MIDDLE EAST,ABADAN,Iran,397
MIDDLE EAST,ISFAHAN,Iran,397
MIDDLE EAST,KERMAN,Iran,397
MIDDLE EAST,BUSHEHR,Iran,397
MIDDLE EAST,TEHRAN,Iran,397
MIDDLE EAST,TABRIZ,Iran,397
MIDDLE EAST,ASALOUYEH,Iran,397
MIDDLE EAST,ZAHEDAN,Iran,397
MIDDLE EAST,LAMERD,Iran,397
MIDDLE EAST,ERBIL,Iraq,165
MIDDLE EAST,BASRA,Iraq,165
MIDDLE EAST,BAGHDAD,Iraq,165
MIDDLE EAST,AL NAJAF,Iraq,165
MIDDLE EAST,SADAM INTL BAGHDAD,Iraq,165
MIDDLE EAST,SULAIMANIYAH,Iraq,0
EUROPE,DUBLIN,Ireland,228
EUROPE,SHANNON,Ireland,228
EUROPE,VENICE,Italy,1819
EUROPE,ROME LEONARDO (ITALY),Italy,1819
EUROPE,MILAN,Italy,1819
EUROPE,GAL GALILEI  PISA,Italy,1819
EUROPE,ROME,Italy,1819
EUROPE,CRISTOFORO COLOMBO  GENOA,Italy,1819
EUROPE,CAGLIARI,Italy,1819
AFRICA,ABIDJAN,Ivory Coast,31
FAR EAST,KANSAI-JAPAN,Japan,4116
FAR EAST,TOKYO,Japan,4116
FAR EAST,TOKYO (NARITA),Japan,4116
FAR EAST,FUKUOKA,Japan,4116
FAR EAST,KARATO,Japan,4116
MIDDLE EAST,AMMAN,Jordan,38
MIDDLE EAST,AQABA,Jordan,38
RUSSIA,ALMATY,Kazakhstan,195
RUSSIA,SHIMKENT,Kazakhstan,195
RUSSIA,AKTYUBINSK,Kazakhstan,195
RUSSIA,AKTAU,Kazakhstan,195
AFRICA,NAIROBI,Kenya,63
AFRICA,MOMBASA,Kenya,63
MIDDLE EAST,KISH,Kish,0
MIDDLE EAST,KUWAIT,Kuwait,123
RUSSIA,BESHKEK,Kyrgyzstan,2
EUROPE,RIGA,Latvia,28
MIDDLE EAST,BEIRUT,Lebannon,54
AFRICA,TRIPOLI,Libya,30
EUROPE,LUXEMBOURG,Luxembourg,58
EUROPE,SKOPJE,Macedonia,3
INDIA SUB-CONTINENT,MALE,Maldives,3
FAR EAST,KUALA LUMPUR,Malyasia,314
AFRICA,MAURITIUS,Mauritius,12
FAR EAST,ULAANBAATAR,Mongolia,12
AFRICA,CASABLANCA,Morrocco,103
FAR EAST,YANGON,Myanmar,66
INDIA SUB-CONTINENT,KATHMANDU,Nepal,21
AUSTRALASIA,AUCKLAND,New Zealand,171
AFRICA,ABUJA,Nigeria,4
AFRICA,LAGOS,Nigeria,4
EUROPE,OSLO,Norway,398
MIDDLE EAST,MUSCAT,Oman,60
MIDDLE EAST,SALALAHA,Oman,60
INDIA SUB-CONTINENT,LAHORE,Pakistan,271
INDIA SUB-CONTINENT,ISLAMABAD,Pakistan,271
INDIA SUB-CONTINENT,KARACHI,Pakistan,271
INDIA SUB-CONTINENT,MULTAN,Pakistan,271
INDIA SUB-CONTINENT,FAISALABAD,Pakistan,271
INDIA SUB-CONTINENT,PESHAWAR,Pakistan,271
INDIA SUB-CONTINENT,QUETTA,Pakistan,271
INDIA SUB-CONTINENT,RAHIMYAR KHAN,Pakistan,271
INDIA SUB-CONTINENT,BAHAWALPUR,Pakistan,271
FAR EAST,MANILA,Phillipines,299
EUROPE,WARSAW,Poland,481
EUROPE,LISBON,Portugal,198
MIDDLE EAST,DOHA,Qatar,192
AFRICA,MAYA MAYA,Republic of Congo,9
AFRICA,POINTE NOIRE,Republic of Congo,9
EUROPE,BUCHAREST,Romania,175
MIDDLE EAST,GHESIM,Romania,175
RUSSIA,ST.PETERSBURG,Russia,1236
RUSSIA,MOSCOW,Russia,1236
RUSSIA,VNUKOVO,Russia,1236
RUSSIA,SAMARA,Russia,1236
RUSSIA,KRASNODAR,Russia,1236
RUSSIA,ODESSA,Russia,1236
RUSSIA,OMSK,Russia,1236
RUSSIA,GURYEV,Russia,1236
RUSSIA,ROSTOV,Russia,1236
RUSSIA,UFA,Russia,1236
RUSSIA,VODY,Russia,1236
RUSSIA,YEKATERINBURG,Russia,1236
RUSSIA,KAZAN,Russia,1236
RUSSIA,NOVOSIBIRSK,Russia,1236
RUSSIA,NOVGOROD,Russia,1236
RUSSIA,SOCHI,Russia,1236
RUSSIA,ASTANA,Russia,1236
EUROPE,SIMFEROPOL ,Russia,1236
AFRICA,KIGALI,Rwanda,7
MIDDLE EAST,JEDDAH,Saudi Arabia,632
MIDDLE EAST,RIYADH,Saudi Arabia,632
MIDDLE EAST,DAMMAM,Saudi Arabia,632
MIDDLE EAST,ABHA,Saudi Arabia,632
MIDDLE EAST,GASSIM,Saudi Arabia,632
MIDDLE EAST,YANBU,Saudi Arabia,632
MIDDLE EAST,TABUK,Saudi Arabia,632
MIDDLE EAST,TAIF,Saudi Arabia,632
MIDDLE EAST,MEDINA,Saudi Arabia,632
MIDDLE EAST,HAFUF,Saudi Arabia,632
MIDDLE EAST,DHAHRAN,Saudi Arabia,632
AFRICA,DAKAR,Senegal,14
EUROPE,BELGRADE,Serbia,37
AFRICA,SEYCHELLES,Seychelles,1
FAR EAST,SINGAPORE,Singapore,294
EUROPE,BRATISLAVA,Slovakia,86
AFRICA,MOGADISHU,Somalia,10
AFRICA,HERGEISA,Somalia,10
AFRICA,JOHANNESBURG,South Africa,317
AFRICA,CAPE TOWN,South Africa,317
AFRICA,DURBAN,South Africa,317
AFRICA,LANSERIA,South Africa,317
FAR EAST,INCHEON,South Korea,1393
FAR EAST,SEOUL,South Korea,1393
FAR EAST,AROPA,South Korea,1393
AFRICA,JUBA,South Sudan,13
EUROPE,BARCELONA,Spain,1221
EUROPE,MADRID,Spain,1221
EUROPE,PALERMO,Spain,1221
EUROPE,VALENCIA,Spain,1221
INDIA SUB-CONTINENT,COLOMBO,Sri Lanka,80
INDIA SUB-CONTINENT,MATTALA RAJAPAKSA,Sri Lanka,80
AFRICA,KHARTOUM,Sudan,84
AFRICA,PORT SUDAN,Sudan,84
EUROPE,ARLANDA,Sweden,484
EUROPE,ZURICH,Switzerland,677
EUROPE,GENEVA,Switzerland,677
MIDDLE EAST,DAMASCUS,Syria,0
FAR EAST,TAIPEI,Taiwan,519
FAR EAST,KAOHSIUNG,Taiwan,519
RUSSIA,DUSHANBE,Tajikistan,8
AFRICA,DAR ES SALAAM,Tanzania,46
AFRICA,ZANZIBAR,Tanzania,46
FAR EAST,BANGKOK,Thailand,374
FAR EAST,PHUKET,Thailand,374
FAR EAST,CHIANG MAI,Thailand,374
FAR EAST,KOH SAMUI,Thailand,374
FAR EAST,DON MUEANG,Thailand,374
AFRICA,TUNIS,Tunisia,44
EUROPE,ISTANBUL,Turkey,722
EUROPE,SABIHA,Turkey,722
EUROPE,DALAMAN,Turkey,722
RUSSIA,ASHKHABAD,Turkmenistan,44
MIDDLE EAST,ENTEBBE,Uganda,25
RUSSIA,KIEV,Ukraine,90
RUSSIA,KIEV BORISPOL,Ukraine,90
MIDDLE EAST,DUBAI,United Arab Emirates,339
MIDDLE EAST,RAS AL KHAIMAH,United Arab Emirates,339
MIDDLE EAST,AL MAKTOUM,United Arab Emirates,339
MIDDLE EAST,AL BATEEN AFB,United Arab Emirates,339
EUROPE,LONDON (HEATHROW),United Kingdom,2865
EUROPE,LONDON (GATWICK),United Kingdom,2865
EUROPE,MANCHESTER,United Kingdom,2865
EUROPE,NEWCASTLE UPON TYNE,United Kingdom,2865
EUROPE,GLASGOW,United Kingdom,2865
EUROPE,BIRMINGHAM,United Kingdom,2865
EUROPE,ABERDEEN,United Kingdom,2865
EUROPE,STANSTED,United Kingdom,2865
EUROPE,EAST MIDLANDS,United Kingdom,2865
EUROPE,NORTHOLT ,United Kingdom,2865
AMERICAS,DULLES,USA,17968
AMERICAS,J.F.KENNEDY,USA,17968
AMERICAS,SEATTLE,USA,17968
AMERICAS,LOS ANGELES,USA,17968
AMERICAS,SAN FRANCISCO,USA,17968
AMERICAS,DALLAS,USA,17968
AMERICAS,ORLANDO,USA,17968
AMERICAS,OHARE,USA,17968
AMERICAS,HOUSTON,USA,17968
AMERICAS,MIAMI,USA,17968
AMERICAS,ATLANTA,USA,17968
AMERICAS,WASHINGTON,USA,17968
AMERICAS,FARMINGDALE REPUBLIC ,USA,17968
AMERICAS,TANANA,USA,17968
AMERICAS,DETROIT,USA,17968
AMERICAS,DENVER,USA,17968
AMERICAS,DOVER AIR FORCE BASE,USA,17968
AMERICAS,PORTLAND,USA,17968
RUSSIA,TASHKENT,Uzbekistan,66
FAR EAST,SAIGON,Vietnam,199
FAR EAST,HANOI,Vietnam,199
AFRICA,ADEN,Yemen,35
MIDDLE EAST,SEIYUN,Yemen,35
AFRICA,LUSAKA,Zambia,25
FAR EAST,ZHENGZHOU,Zimbabwae,14
AFRICA,HARARE,Zimbabwe,14
MIDDLE EAST,PERSIAN GULF,Persian Gulf,0
